http://www.13styles.com/	13Styles.com - css menu styles, high quality css menus, website navigation menus	css menu design
http://www.dynamicdrive.com/style/	Dynamic Drive CSS Library- Practical CSS codes and examples	css examples
http://nidahas.com/sandbox/form_template.html	A CSS-based Form Template	css form template
http://marcusvorwaller.com/blog/archives/2005/08/09/how-to-find-a-great-domain-name/	Best Tool For the Job » How to Find a Great Domain Name	tools domain
http://kuler.adobe.com/	kuler	css color tools
http://www.backup-manager.org/	Backup Manager :: Backup Manager - an easy to use backup tool	backup linux s3
https://www.paypal.com/IntegrationCenter/ic_payflowpro.html	Payflow Pro	paypal
https://www.paypal.com/en_US/ebook/PP_APIReference/wwhelp/wwhimpl/js/html/wwhelp.htm	PP_APIReference	api paypal
http://www.numenta.com/	Numenta - numenta.com	brain ai
http://www.opentick.com/	opentick :: home	api data finance
http://www.smashingmagazine.com/2007/03/22/google-adsense-facts-faqs-and-tools/	Google AdSense: Facts, FAQs and Tools | Smashing Magazine	business entrepreneur seo
http://best.online.docus.googlepages.com/	best.online.docus - Best Online Documentaries	cool education videos
http://www.turboajax.com/products/turbogrid/	TurboGrid, presented by TurboAjax Group	ajax grid javascript
http://snm.sourceforge.net/index.html	SNM: Systems and Network Monitor	tools network monitoring
http://www.prleap.com/	PR Leap: Free and Paid Press Release Distribution to Search Engines	free Marketing PR
http://buzzshout.com/	BuzzShout	web2.0 reviews directory
http://junkdepot.com/	Junkdepot.com - Marketplace for everything else	free market web2.0 cool
http://www.notepage.net/smtp.htm	SMTP Email Settings	email reference mobile message
http://meteorserver.org/	Meteor	comet perl server
http://adrian3.googlepages.com/jsjuicer.html	jsjuicer	development javascript tool
http://www.codinghorror.com/blog/archives/000807.html	Coding Horror: Reducing Your Website's Bandwidth Usage	bandwidth hosting tips
http://headrush.typepad.com/creating_passionate_users/2006/04/angrynegative_p.html	Creating Passionate Users: Angry/negative people can be bad for your brain	blogs article help
http://www.jackslocum.com/blog/index.php	Jack Slocum's Blog	ajax yahoo javascript library
http://www.geonames.org/	Geonames	geocoding programming
http://www.heise-security.co.uk/articles/82481	heise Security - Know-how - How Skype &amp; Co. get round firewalls	hacks networking howto
http://www.businessintelligencelowdown.com/2007/02/how_to_be_a_man.html	Business Intelligence Lowdown: How to Be a Manager that Your Employees Respect: 73 Surefire Tips	business tips
http://wiki.slicehost.com/doku.php?id=automated_rails_install_and_deployment_with_deprec_capistrano	automated_rails_install_and_deployment_with_deprec_capistrano [Slicehost]	rails tutorial server
http://www.dnscoop.com/	dnScoop - Domain Name History Tool, Traffic Verification and Forums	tools dns
http://docs.codehaus.org/display/DROOLS/Drools+Spring+Tutorial	Drools Spring Tutorial - Drools - Confluence	tutorial spring java
http://developer.yahoo.com/search/content/V1/termExtraction.html	Term Extraction Documentation for Yahoo! Search Web Services	algorithms api
http://www-128.ibm.com/developerworks/xml/library/x-tipstx3/	Tip: Screen XML documents efficiently with StAX	xml stax
http://customisinglife.wordpress.com/2006/11/10/xubuntu-edgy-xgl-and-beryl-ati/	Xubuntu Edgy, XGL and Beryl (ATI) « customising life	xgl beryl
http://www.sixshootermedia.com/ostemplates/basic/2_column_fluid.html	-	html css
http://www.howtoforge.com/postfix_relaying_through_another_mailserver	Set Up Postfix For Relaying Emails Through Another Mailserver | HowtoForge - Linux Howtos and Tutorials	email linux server
http://www.inlab.de/balance.html	Inlab Software GmbH - Balance	failover apache web
http://www.cse.mrt.ac.lk/~premalwd/Projects/Guththila.html	Guththila-Soap Pull Parser	stax cpp xml
http://tvease.net/wiki/index.php?title=Tweak_ubuntu_for_speed	Tweak ubuntu for speed - TVease Wiki	linux
